49.99273969070242,50.45
46.06119032295527,48.15
47.29964455981597,45.95
58.010589307362906,53.23
76.42393635825871,75.09
66.24568720304941,65.82
62.84899064639265,62.07
51.94629356810627,51.33
41.467019718782154,44.21
55.78594255395954,54.98
74.29556929701866,69.93
58.81473926238492,59.06
55.16664167153321,55.23
42.929417984252986,43.02
77.96886345181491,78.05
73.11198919458928,71.81
62.79627897218815,59.64
47.750558357299894,46.17
84.7659718573565,85.88
60.14031301587971,44.81
44.73896927441304,46.81
80.75686063982423,77.14
63.50926341101379,63.12
60.724662752411874,54.94
53.132320765317104,50.04
69.48191246485315,76.38
48.589997273625556,47.82
71.15645085234786,69.94
47.35463000160398,49.37
55.8150605159766,60.35
40.23927594939356,31.1
60.73135409321277,54.59
61.997852122273315,66.63
60.78124120650209,69.78
74.68304852738777,77.76
34.77756004490764,35.71
68.85536329594123,66.66
66.52321103092272,60.12
60.788045115546566,59.78
63.480374482663635,53.7
53.93807119396881,51.26
65.62339751188584,64.62
59.890830665613905,60.68
68.89412811072145,72.92
62.58027294768934,59.47
53.6638032893118,53.58
83.78735527488084,85.54
64.13558379657334,81.2
54.33432000796137,58.26
77.57389946877879,76.29
68.03858885960801,70.74
46.97680624733376,48.56
65.25307604364735,75.53
29.741406153512685,41.99
69.4931836138737,74.03
22.79321264990068,13.99
68.13440798069465,70.4
49.93762101603502,42.55
48.02912288292178,50.89
59.46684850607218,61.46
61.1629838086664,62.11
58.57577148759859,57.28
53.627043111341024,52.04
56.084849094241065,55.16
71.18642840597843,74.64
82.04545876839597,79.97
61.85468670198685,62.56
49.9807799466276,42.4
75.3833997331248,83.37
78.89314113485582,88.81
61.24115606114748,62.26
56.07997765658497,57.57
73.5867504960193,75.21
62.68456403070357,64.43
57.7448247722031,57.67
80.45532234175693,81.17
50.40064604661998,50.02
50.97123700764419,55.5
58.74796477408344,57.98
61.7188682549687,57.8
57.89124911019475,76.06
54.73465133986471,77.6
67.88262469181217,70.34
61.68816591941906,61.6
67.77310871658932,68.77
38.552936129664694,39.05
74.76496361616137,72.67
79.82699490875802,81.48
47.09569173794479,47.3
54.453379862133374,54.49
61.6207485960455,62.28
62.72873769595171,68.99
48.751550140787955,53.4
61.540305299111296,61.47
47.61077839354162,48.1
61.575788483986514,66.03
74.78595087494827,78.63
69.95717353391368,71.98
41.55809515756423,41.86
59.13892781776954,60.81
67.03089746109038,68.88
51.25180482813269,53.15
53.0277308584608,53.15
86.89070478535302,95.69
57.33280335614627,61.32
67.74998026788973,66.35
49.99929145813877,55.9
44.1731974361993,30.65
66.27903785070345,75.97
29.159098648745964,28.64
67.1279882866944,65.47
32.26657431973064,33.03
52.163712528519554,51.43
44.228418421692545,39.3
55.42179052287604,67.38
55.91876562741194,59.02
51.848539948279736,51.69
48.64448856967415,48.44
52.75103654654737,53.37
79.26983911363635,80.02
61.01394013094745,61.55
49.88107161940211,50.39
61.15231807390366,56.25
52.811852473414305,49.07
54.059152997320965,52.07
60.186397836169306,63.38
66.37593282931155,65.98
60.20777644017332,72.37
82.41745920930725,82.46
48.592172283215284,48.68
44.48987696311663,42.98
45.59233311542584,45.88
49.58975466814829,48.88
59.48022013582539,61.69
57.697752172857605,55.73
43.54464637021075,44.0
75.38150975085568,67.4
55.89869946000414,53.76
76.9162975495162,76.57
54.45299684915086,54.18
44.20744095691394,51.16
66.19333101900568,63.2
35.44422977266426,37.46
63.777765223646014,70.35
50.342741180767646,53.36
55.799826556108016,54.73
24.948867983578275,25.75
60.54680081804899,59.86
47.78336874645364,50.05
58.73774512049033,59.65
55.84331560425744,54.78
53.744903158640895,55.16
66.09645541491324,61.31
54.111202108465804,54.36
41.10659229221946,38.17
75.97385821805517,77.08
57.547054764764766,59.4
59.02546579674967,57.24
54.25629844465929,58.2
31.22026479846523,26.15
43.40556169894734,71.0
55.75472457522517,56.53
48.359984893838245,57.11
20.233254408262937,19.5
20.53511161984484,25.2
42.37085012068008,53.95
57.66892293827851,53.29
70.84152714802002,70.45
47.36880102448961,54.23
53.71560057944605,47.52
74.71863540631395,76.67
40.19720578751694,43.96
57.596447827629945,49.71
54.30749298002948,50.65
61.00886330615559,59.61
84.38423329717264,77.99
76.21881683425059,74.12
62.610775212215046,62.15
73.33831467502975,70.34
35.64953252399527,41.41
82.39381640665843,79.78
53.47181694387899,58.13
57.05228902134654,56.57
71.04755162177102,69.74
51.55871934979932,59.05
51.46070366526217,50.68
60.37561481350983,64.92
59.03046919720087,58.05
72.04073881484783,69.68
52.23579550904077,51.97
84.68016470401068,85.77
55.39764268377573,55.33
84.93551755165356,77.1
64.34577268990665,63.13
76.72894259166569,76.92
41.014843107944735,41.77
49.908355582695634,51.35
69.35692186943075,68.92
75.22647063512713,74.32
52.71609651953445,40.84
61.42298654966396,60.64
65.95601694359388,65.64
50.75242527126018,45.11
75.98808667229528,77.82
66.9764041319832,67.33
51.5001333212837,51.22
